absolute_community,absolute_unigram_topic,absolute_unigram_keywords,weighted_community,weighted_unigram_topic,weighted_unigram_keywords,absolute_bigram_topic,absolute_bigram_keywords,weighted_bigram_topic,weighted_bigram_keywords,members
95,3,"['muslimban', 'muslim', 'trump', 'ban', 'heartland', 'refuge', 'people', 'refugee', 'america', 'order', 'protest', 'vote', 'country']",85,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",3,"['muslim', 'america_heartland', 'ban', 'america', 'muslimban', 'trump', 'seek', 'heartland', 'refuge', 'seek_refuge', 'nobannowall', 'seek_refuge_america_heartland', 'people', 'refugee', 'executive_order', 'student']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[16585101, 33410754, 1947303967]"
96,5,"['nobannowall', 'muslimban', 'student', 'iranian', 'letthemin', 'support', 'standuptotrump']",86,6,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'pressure', 'weak', 'iranian', 'letthemin', 'plz', 'york']",11,"['muslimban', 'studentban', 'nobannowall', 'notbanstudentvisa', 'worth_worldwide', 'iranian_student', 'notbanstudentvisa_studentban', 'studentban_plz', 'beautiful_mind', 'letthemin_respect', 'studentban_notbanstudentvisa', 'letthemin', 'notaterrorist_studentban', 'support', 'respect']",12,"['nobannowall', 'muslimban', 'studentban', 'notbanstudentvisa', 'worth_worldwide', 'iranian_student', 'student', 'notbanstudentvisa_studentban', 'studentban_notbanstudentvisa', 'letthemin_respect', 'beautiful_mind', 'studentban_plz', 'letthemin', 'march_york', 'notaterrorist_studentban', 'plz']","[46765210, 211942956, 455258213, 498767453, 623661575, 836041856, 860475655, 1063014030, 1513641805, 1703026142, 1927443668, 2246106450, 2833602804, 3373338885, 3380890151, 3423737741, 4772131878, 789821298230779900, 802749710612172800, 825267418452856800, 825286597658738689, 825299419260137472, 825302309198557185, 825302309198557200, 825303458404266000, 825319482470064128, 825447921256714240, 825455151049695232, 825457372671901696, 825464121860771841, 825583189536169988, 825590400408834048, 825640246238920704, 825684352545730600, 825751764976730112, 825756757897125888, 825760198820249600, 826061634636541956, 826088887604899800, 826093225668726785, 826099189876719618, 826103851631702016, 826114184609927169, 826375083077861376]"
97,5,"['nobannowall', 'muslimban', 'student', 'iranian', 'letthemin', 'support', 'standuptotrump']",87,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",3,"['muslim', 'america_heartland', 'ban', 'america', 'muslimban', 'trump', 'seek', 'heartland', 'refuge', 'seek_refuge', 'nobannowall', 'seek_refuge_america_heartland', 'people', 'refugee', 'executive_order', 'student']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[1034665663, 3218299384, 770180784162533376]"
98,3,"['muslimban', 'muslim', 'trump', 'ban', 'heartland', 'refuge', 'people', 'refugee', 'america', 'order', 'protest', 'vote', 'country']",88,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",3,"['muslim', 'america_heartland', 'ban', 'america', 'muslimban', 'trump', 'seek', 'heartland', 'refuge', 'seek_refuge', 'nobannowall', 'seek_refuge_america_heartland', 'people', 'refugee', 'executive_order', 'student']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[32303391, 333378918, 3315835416]"
99,3,"['muslimban', 'muslim', 'trump', 'ban', 'heartland', 'refuge', 'people', 'refugee', 'america', 'order', 'protest', 'vote', 'country']",89,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",3,"['muslim', 'america_heartland', 'ban', 'america', 'muslimban', 'trump', 'seek', 'heartland', 'refuge', 'seek_refuge', 'nobannowall', 'seek_refuge_america_heartland', 'people', 'refugee', 'executive_order', 'student']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[101086945, 160799928, 2802108536, 799874351872913411]"
100,1,"['ban', 'trump', 'immigration', 'travel', 'trumps', 'donald', 'order', 'president', 'fire', 'muslim', 'state', 'general', 'attorney', 'defend', 'official']",91,6,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'pressure', 'weak', 'iranian', 'letthemin', 'plz', 'york']",3,"['muslim', 'america_heartland', 'ban', 'america', 'muslimban', 'trump', 'seek', 'heartland', 'refuge', 'seek_refuge', 'nobannowall', 'seek_refuge_america_heartland', 'people', 'refugee', 'executive_order', 'student']",12,"['nobannowall', 'muslimban', 'studentban', 'notbanstudentvisa', 'worth_worldwide', 'iranian_student', 'student', 'notbanstudentvisa_studentban', 'studentban_notbanstudentvisa', 'letthemin_respect', 'beautiful_mind', 'studentban_plz', 'letthemin', 'march_york', 'notaterrorist_studentban', 'plz']","[261856854, 1428956358, 2199288158]"
101,4,"['maga', 'muslimban', 'trump', 'migrant', 'europe', 'vet']",92,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",3,"['muslim', 'america_heartland', 'ban', 'america', 'muslimban', 'trump', 'seek', 'heartland', 'refuge', 'seek_refuge', 'nobannowall', 'seek_refuge_america_heartland', 'people', 'refugee', 'executive_order', 'student']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[3750265342, 703230673776197600, 703230673776197632, 741431318538555400]"
102,3,"['muslimban', 'muslim', 'trump', 'ban', 'heartland', 'refuge', 'people', 'refugee', 'america', 'order', 'protest', 'vote', 'country']",5,11,"['trump', 'ban', 'resist', 'muslimban', 'immigration', 'trumpleak', 'travel', 'theresistance', 'trumps', 'order', 'nobannowall', 'impeachtrump', 'president', 'resistance', 'stopsession', 'muslim']",3,"['muslim', 'america_heartland', 'ban', 'america', 'muslimban', 'trump', 'seek', 'heartland', 'refuge', 'seek_refuge', 'nobannowall', 'seek_refuge_america_heartland', 'people', 'refugee', 'executive_order', 'student']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[15464697, 17938103, 38971431, 47475039, 259321327, 302630755, 396450510, 3257958218, 3536755277, 707432781492699137, 824473943931293700]"
103,1,"['ban', 'trump', 'immigration', 'travel', 'trumps', 'donald', 'order', 'president', 'fire', 'muslim', 'state', 'general', 'attorney', 'defend', 'official']",118,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",3,"['muslim', 'america_heartland', 'ban', 'america', 'muslimban', 'trump', 'seek', 'heartland', 'refuge', 'seek_refuge', 'nobannowall', 'seek_refuge_america_heartland', 'people', 'refugee', 'executive_order', 'student']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[2180371, 192547775, 281670924, 290160296, 544693516, 564085262, 1272454735, 1829301998, 2387887890, 3783669803]"
104,3,"['muslimban', 'muslim', 'trump', 'ban', 'heartland', 'refuge', 'people', 'refugee', 'america', 'order', 'protest', 'vote', 'country']",94,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",13,"['immigration', 'trump', 'ban', 'order', 'white_house']",4,"['muslimban', 'ban', 'travel', 'muslim', 'trump', 'maga', 'migrant_europe', 'americans_support', 'trumps', 'foxnew_breitbart', 'maga_vet', 'refugee', 'support', 'americans']","[489966018, 3221034900, 4261326773, 773015647118733300, 811089391238213634]"
105,3,"['muslimban', 'muslim', 'trump', 'ban', 'heartland', 'refuge', 'people', 'refugee', 'america', 'order', 'protest', 'vote', 'country']",95,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",3,"['muslim', 'america_heartland', 'ban', 'america', 'muslimban', 'trump', 'seek', 'heartland', 'refuge', 'seek_refuge', 'nobannowall', 'seek_refuge_america_heartland', 'people', 'refugee', 'executive_order', 'student']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[847910245, 1148334116, 2192113540]"
106,1,"['ban', 'trump', 'immigration', 'travel', 'trumps', 'donald', 'order', 'president', 'fire', 'muslim', 'state', 'general', 'attorney', 'defend', 'official']",96,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",12,"['ban', 'donald', 'trump', 'trumps', 'immigration', 'stock', 'travel', 'fire', 'dissent_memo', 'fire_attorney', 'muslim']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[19983221, 289148078, 298423919, 3423361827]"
107,3,"['muslimban', 'muslim', 'trump', 'ban', 'heartland', 'refuge', 'people', 'refugee', 'america', 'order', 'protest', 'vote', 'country']",98,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",14,"['ban', 'muslim', 'americans_support', 'travel', 'trumps', 'do_not', 'support', 'americans']",1,"['intention', 'do_not', 'cosponsor_mirror', 'rush']","[37710105, 2567146231, 4884762153]"
108,3,"['muslimban', 'muslim', 'trump', 'ban', 'heartland', 'refuge', 'people', 'refugee', 'america', 'order', 'protest', 'vote', 'country']",99,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",3,"['muslim', 'america_heartland', 'ban', 'america', 'muslimban', 'trump', 'seek', 'heartland', 'refuge', 'seek_refuge', 'nobannowall', 'seek_refuge_america_heartland', 'people', 'refugee', 'executive_order', 'student']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[273632640, 408360989, 1140341359]"
109,4,"['maga', 'muslimban', 'trump', 'migrant', 'europe', 'vet']",101,7,"['muslimban', 'trump', 'test', 'know', 'unconstitutional', 'do', 'not', 'court', 'safe', 'cabinet', 'judge', 'come']",0,"['muslimban', 'migrant_europe', 'trump', 'foxnew_breitbart', 'maga_vet', 'europe']",4,"['muslimban', 'ban', 'travel', 'muslim', 'trump', 'maga', 'migrant_europe', 'americans_support', 'trumps', 'foxnew_breitbart', 'maga_vet', 'refugee', 'support', 'americans']","[1384804622, 2626453511, 2831536977]"
110,10,"['muslimban', 'trump', 'test', 'know', 'not', 'unconstitutional', 'do', 'court', 'safe', 'cabinet', 'judge', 'america']",102,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",3,"['muslim', 'america_heartland', 'ban', 'america', 'muslimban', 'trump', 'seek', 'heartland', 'refuge', 'seek_refuge', 'nobannowall', 'seek_refuge_america_heartland', 'people', 'refugee', 'executive_order', 'student']",4,"['muslimban', 'ban', 'travel', 'muslim', 'trump', 'maga', 'migrant_europe', 'americans_support', 'trumps', 'foxnew_breitbart', 'maga_vet', 'refugee', 'support', 'americans']","[49592004, 56161146, 266476869]"
111,3,"['muslimban', 'muslim', 'trump', 'ban', 'heartland', 'refuge', 'people', 'refugee', 'america', 'order', 'protest', 'vote', 'country']",103,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",11,"['muslimban', 'studentban', 'nobannowall', 'notbanstudentvisa', 'worth_worldwide', 'iranian_student', 'notbanstudentvisa_studentban', 'studentban_plz', 'beautiful_mind', 'letthemin_respect', 'studentban_notbanstudentvisa', 'letthemin', 'notaterrorist_studentban', 'support', 'respect']",4,"['muslimban', 'ban', 'travel', 'muslim', 'trump', 'maga', 'migrant_europe', 'americans_support', 'trumps', 'foxnew_breitbart', 'maga_vet', 'refugee', 'support', 'americans']","[776414185, 2187410251, 3341446180]"
112,1,"['ban', 'trump', 'immigration', 'travel', 'trumps', 'donald', 'order', 'president', 'fire', 'muslim', 'state', 'general', 'attorney', 'defend', 'official']",104,11,"['trump', 'ban', 'resist', 'muslimban', 'immigration', 'trumpleak', 'travel', 'theresistance', 'trumps', 'order', 'nobannowall', 'impeachtrump', 'president', 'resistance', 'stopsession', 'muslim']",6,"['ban', 'travel', 'trump', 'trumps', 'immigration', 'president', 'order', 'executive_order', 'sally_yate', 'attorney_general', 'protest']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[24645871, 1511154877, 1939212224, 2322972280]"
113,6,"['resist', 'muslimban', 'trumpleak', 'theresistance', 'trump', 'impeachtrump', 'resistance', 'nobannowall', 'stopsession', 'nodapl', 'break', 'stopdevos', 'company']",107,11,"['trump', 'ban', 'resist', 'muslimban', 'immigration', 'trumpleak', 'travel', 'theresistance', 'trumps', 'order', 'nobannowall', 'impeachtrump', 'president', 'resistance', 'stopsession', 'muslim']",9,"['muslimban', 'resist', 'trumpleak', 'theresistance', 'trump', 'impeachtrump', 'resistance', 'nobannowall', 'resistance_theresistance', 'nodapl', 'break', 'session']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[462609615, 786322788055388160, 817825066993860600]"
114,1,"['ban', 'trump', 'immigration', 'travel', 'trumps', 'donald', 'order', 'president', 'fire', 'muslim', 'state', 'general', 'attorney', 'defend', 'official']",108,11,"['trump', 'ban', 'resist', 'muslimban', 'immigration', 'trumpleak', 'travel', 'theresistance', 'trumps', 'order', 'nobannowall', 'impeachtrump', 'president', 'resistance', 'stopsession', 'muslim']",6,"['ban', 'travel', 'trump', 'trumps', 'immigration', 'president', 'order', 'executive_order', 'sally_yate', 'attorney_general', 'protest']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[294176860, 1017498714, 3948602175]"
115,1,"['ban', 'trump', 'immigration', 'travel', 'trumps', 'donald', 'order', 'president', 'fire', 'muslim', 'state', 'general', 'attorney', 'defend', 'official']",109,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",3,"['muslim', 'america_heartland', 'ban', 'america', 'muslimban', 'trump', 'seek', 'heartland', 'refuge', 'seek_refuge', 'nobannowall', 'seek_refuge_america_heartland', 'people', 'refugee', 'executive_order', 'student']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[18118505, 86989456, 1350989725, 806699926910541824]"
116,1,"['ban', 'trump', 'immigration', 'travel', 'trumps', 'donald', 'order', 'president', 'fire', 'muslim', 'state', 'general', 'attorney', 'defend', 'official']",117,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",6,"['ban', 'travel', 'trump', 'trumps', 'immigration', 'president', 'order', 'executive_order', 'sally_yate', 'attorney_general', 'protest']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[69329527, 138749160, 227394952]"
117,1,"['ban', 'trump', 'immigration', 'travel', 'trumps', 'donald', 'order', 'president', 'fire', 'muslim', 'state', 'general', 'attorney', 'defend', 'official']",110,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",6,"['ban', 'travel', 'trump', 'trumps', 'immigration', 'president', 'order', 'executive_order', 'sally_yate', 'attorney_general', 'protest']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[813899491, 1963785025, 4438391172]"
118,1,"['ban', 'trump', 'immigration', 'travel', 'trumps', 'donald', 'order', 'president', 'fire', 'muslim', 'state', 'general', 'attorney', 'defend', 'official']",111,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",6,"['ban', 'travel', 'trump', 'trumps', 'immigration', 'president', 'order', 'executive_order', 'sally_yate', 'attorney_general', 'protest']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[88951664, 720008230412410885, 720008230412410900]"
119,1,"['ban', 'trump', 'immigration', 'travel', 'trumps', 'donald', 'order', 'president', 'fire', 'muslim', 'state', 'general', 'attorney', 'defend', 'official']",112,6,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'pressure', 'weak', 'iranian', 'letthemin', 'plz', 'york']",6,"['ban', 'travel', 'trump', 'trumps', 'immigration', 'president', 'order', 'executive_order', 'sally_yate', 'attorney_general', 'protest']",12,"['nobannowall', 'muslimban', 'studentban', 'notbanstudentvisa', 'worth_worldwide', 'iranian_student', 'student', 'notbanstudentvisa_studentban', 'studentban_notbanstudentvisa', 'letthemin_respect', 'beautiful_mind', 'studentban_plz', 'letthemin', 'march_york', 'notaterrorist_studentban', 'plz']","[44033036, 53925975, 109577595, 131826162]"
120,1,"['ban', 'trump', 'immigration', 'travel', 'trumps', 'donald', 'order', 'president', 'fire', 'muslim', 'state', 'general', 'attorney', 'defend', 'official']",114,11,"['trump', 'ban', 'resist', 'muslimban', 'immigration', 'trumpleak', 'travel', 'theresistance', 'trumps', 'order', 'nobannowall', 'impeachtrump', 'president', 'resistance', 'stopsession', 'muslim']",6,"['ban', 'travel', 'trump', 'trumps', 'immigration', 'president', 'order', 'executive_order', 'sally_yate', 'attorney_general', 'protest']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[802319182360612869, 809892522805829600, 809892522805829632]"
121,1,"['ban', 'trump', 'immigration', 'travel', 'trumps', 'donald', 'order', 'president', 'fire', 'muslim', 'state', 'general', 'attorney', 'defend', 'official']",115,11,"['trump', 'ban', 'resist', 'muslimban', 'immigration', 'trumpleak', 'travel', 'theresistance', 'trumps', 'order', 'nobannowall', 'impeachtrump', 'president', 'resistance', 'stopsession', 'muslim']",6,"['ban', 'travel', 'trump', 'trumps', 'immigration', 'president', 'order', 'executive_order', 'sally_yate', 'attorney_general', 'protest']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[101136300, 902841756, 3024568735, 824053976144281600]"
122,5,"['nobannowall', 'muslimban', 'student', 'iranian', 'letthemin', 'support', 'standuptotrump']",116,6,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'pressure', 'weak', 'iranian', 'letthemin', 'plz', 'york']",11,"['muslimban', 'studentban', 'nobannowall', 'notbanstudentvisa', 'worth_worldwide', 'iranian_student', 'notbanstudentvisa_studentban', 'studentban_plz', 'beautiful_mind', 'letthemin_respect', 'studentban_notbanstudentvisa', 'letthemin', 'notaterrorist_studentban', 'support', 'respect']",12,"['nobannowall', 'muslimban', 'studentban', 'notbanstudentvisa', 'worth_worldwide', 'iranian_student', 'student', 'notbanstudentvisa_studentban', 'studentban_notbanstudentvisa', 'letthemin_respect', 'beautiful_mind', 'studentban_plz', 'letthemin', 'march_york', 'notaterrorist_studentban', 'plz']","[125208159, 914482993, 808476381516591100]"
123,3,"['muslimban', 'muslim', 'trump', 'ban', 'heartland', 'refuge', 'people', 'refugee', 'america', 'order', 'protest', 'vote', 'country']",119,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",3,"['muslim', 'america_heartland', 'ban', 'america', 'muslimban', 'trump', 'seek', 'heartland', 'refuge', 'seek_refuge', 'nobannowall', 'seek_refuge_america_heartland', 'people', 'refugee', 'executive_order', 'student']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[322808365, 374545449, 3029777387, 3253776720]"
124,1,"['ban', 'trump', 'immigration', 'travel', 'trumps', 'donald', 'order', 'president', 'fire', 'muslim', 'state', 'general', 'attorney', 'defend', 'official']",120,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",6,"['ban', 'travel', 'trump', 'trumps', 'immigration', 'president', 'order', 'executive_order', 'sally_yate', 'attorney_general', 'protest']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[519258318, 1497641574, 1523766667, 2251287025]"
125,5,"['nobannowall', 'muslimban', 'student', 'iranian', 'letthemin', 'support', 'standuptotrump']",121,6,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'pressure', 'weak', 'iranian', 'letthemin', 'plz', 'york']",11,"['muslimban', 'studentban', 'nobannowall', 'notbanstudentvisa', 'worth_worldwide', 'iranian_student', 'notbanstudentvisa_studentban', 'studentban_plz', 'beautiful_mind', 'letthemin_respect', 'studentban_notbanstudentvisa', 'letthemin', 'notaterrorist_studentban', 'support', 'respect']",12,"['nobannowall', 'muslimban', 'studentban', 'notbanstudentvisa', 'worth_worldwide', 'iranian_student', 'student', 'notbanstudentvisa_studentban', 'studentban_notbanstudentvisa', 'letthemin_respect', 'beautiful_mind', 'studentban_plz', 'letthemin', 'march_york', 'notaterrorist_studentban', 'plz']","[3017050238, 781475028747558912, 811666689289056256, 815437539444162560]"
126,3,"['muslimban', 'muslim', 'trump', 'ban', 'heartland', 'refuge', 'people', 'refugee', 'america', 'order', 'protest', 'vote', 'country']",122,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",3,"['muslim', 'america_heartland', 'ban', 'america', 'muslimban', 'trump', 'seek', 'heartland', 'refuge', 'seek_refuge', 'nobannowall', 'seek_refuge_america_heartland', 'people', 'refugee', 'executive_order', 'student']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[26911266, 4207595112, 4243136293]"
127,3,"['muslimban', 'muslim', 'trump', 'ban', 'heartland', 'refuge', 'people', 'refugee', 'america', 'order', 'protest', 'vote', 'country']",123,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",3,"['muslim', 'america_heartland', 'ban', 'america', 'muslimban', 'trump', 'seek', 'heartland', 'refuge', 'seek_refuge', 'nobannowall', 'seek_refuge_america_heartland', 'people', 'refugee', 'executive_order', 'student']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[1369701486, 1541335238, 3320697341]"
128,9,"['podcast', 'muslimban', 'live']",124,6,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'pressure', 'weak', 'iranian', 'letthemin', 'plz', 'york']",11,"['muslimban', 'studentban', 'nobannowall', 'notbanstudentvisa', 'worth_worldwide', 'iranian_student', 'notbanstudentvisa_studentban', 'studentban_plz', 'beautiful_mind', 'letthemin_respect', 'studentban_notbanstudentvisa', 'letthemin', 'notaterrorist_studentban', 'support', 'respect']",12,"['nobannowall', 'muslimban', 'studentban', 'notbanstudentvisa', 'worth_worldwide', 'iranian_student', 'student', 'notbanstudentvisa_studentban', 'studentban_notbanstudentvisa', 'letthemin_respect', 'beautiful_mind', 'studentban_plz', 'letthemin', 'march_york', 'notaterrorist_studentban', 'plz']","[825429995963162625, 826136373186936800, 826511485153267712]"
129,5,"['nobannowall', 'muslimban', 'student', 'iranian', 'letthemin', 'support', 'standuptotrump']",125,6,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'pressure', 'weak', 'iranian', 'letthemin', 'plz', 'york']",11,"['muslimban', 'studentban', 'nobannowall', 'notbanstudentvisa', 'worth_worldwide', 'iranian_student', 'notbanstudentvisa_studentban', 'studentban_plz', 'beautiful_mind', 'letthemin_respect', 'studentban_notbanstudentvisa', 'letthemin', 'notaterrorist_studentban', 'support', 'respect']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[64165042, 72506570, 1139724289]"
130,3,"['muslimban', 'muslim', 'trump', 'ban', 'heartland', 'refuge', 'people', 'refugee', 'america', 'order', 'protest', 'vote', 'country']",126,14,"['ban', 'muslimban', 'muslim', 'trump', 'travel', 'trumps', 'immigration', 'order', 'refugee', 'support', 'country', 'people']",2,"['muslimban', 'maga', 'terror_attack', 'refugee', 'trump']",4,"['muslimban', 'ban', 'travel', 'muslim', 'trump', 'maga', 'migrant_europe', 'americans_support', 'trumps', 'foxnew_breitbart', 'maga_vet', 'refugee', 'support', 'americans']","[1408901971, 2267630983, 2877913979]"
131,1,"['ban', 'trump', 'immigration', 'travel', 'trumps', 'donald', 'order', 'president', 'fire', 'muslim', 'state', 'general', 'attorney', 'defend', 'official']",127,12,"['ban', 'donald', 'trump', 'trumps', 'travel', 'immigration', 'fire', 'general', 'attorney', 'cnn', 'state', 'muslim', 'defiance']",6,"['ban', 'travel', 'trump', 'trumps', 'immigration', 'president', 'order', 'executive_order', 'sally_yate', 'attorney_general', 'protest']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[608079104, 775344406622797829, 800711290054287361]"
132,1,"['ban', 'trump', 'immigration', 'travel', 'trumps', 'donald', 'order', 'president', 'fire', 'muslim', 'state', 'general', 'attorney', 'defend', 'official']",128,11,"['trump', 'ban', 'resist', 'muslimban', 'immigration', 'trumpleak', 'travel', 'theresistance', 'trumps', 'order', 'nobannowall', 'impeachtrump', 'president', 'resistance', 'stopsession', 'muslim']",6,"['ban', 'travel', 'trump', 'trumps', 'immigration', 'president', 'order', 'executive_order', 'sally_yate', 'attorney_general', 'protest']",14,"['ban', 'trump', 'muslimban', 'immigration', 'muslim', 'trumps', 'travel', 'order', 'executive_order', 'protest', 'president']","[78817006, 715329083802931200, 808342475228127232]"
