absolute_community,absolute_unigram_topic,absolute_unigram_keywords,weighted_community,weighted_unigram_topic,weighted_unigram_keywords,absolute_bigram_topic,absolute_bigram_keywords,weighted_bigram_topic,weighted_bigram_keywords,members
56,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",56,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[14671170, 306269725, 610200550]"
57,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",58,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[3518486666, 3949851501, 734168909553766405]"
58,2,"['ban', 'muslim', 'muslimban', 'trump', 'court']",59,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[19217369, 19222164, 35150454, 1150914516]"
59,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",60,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[25281508, 309680827, 1267982563, 1459232030]"
60,5,"['maga', 'travelban', 'trump', 'lgbt', 'islam', 'muslimban', 'tcot', 'marinelepen', 'judge', 'vote', 'read', 'france', 'americafirst']",61,4,"['travelban', 'maga', 'refugee', 'immigration', 'judge', 'tcot', 'immigrant', 'islam', 'america']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[262132296, 2581758266, 775420500034158592]"
61,2,"['ban', 'muslim', 'muslimban', 'trump', 'court']",62,2,"['muslimban', 'muslim', 'country', 'ban', 'trump', 'muslims', 'islam', 'america', 'terrorist', 'travel']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[1300838640, 715496304777015300, 724732525323665408]"
62,2,"['ban', 'muslim', 'muslimban', 'trump', 'court']",63,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[363480365, 3609854716, 837861075219582977]"
63,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",64,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[7309052, 68801460, 473472787]"
64,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",65,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[776414185, 3369332271, 4690856839]"
65,11,"['nobannowall', 'muslimban', 'bigotry', 'noban', 'riseup', 'remember', 'immigration', 'immigrant', 'stand']",66,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[11695472, 11695602, 2974872788, 827997641346785280]"
66,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",67,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[30143148, 106010958, 488679414, 917363497]"
67,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",68,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[18819827, 282747242, 3394601549]"
68,13,"['muslimban', 'pvv', 'bordersclose', 'geertwilders', 'stempvv', 'nexit', 'attention', 'mega', 'bluehand', 'prevail', 'afd', 'stopislam', 'survive']",19,2,"['muslimban', 'muslim', 'country', 'ban', 'trump', 'muslims', 'islam', 'america', 'terrorist', 'travel']",8,"['travelban', 'refugeeswelcome', 'maga', 'refugee', 'muslimban', 'islam', 'trump', 'enter_country', 'pvv', 'country', 'tcot', 'stopislamofobia', 'bordersclose']",3,"['muslimban', 'pvv', 'bordersclose', 'vote', 'marinelepen', 'mega_sweden', 'read']","[120818659, 237140311, 891059384, 1272041820, 1908348464, 2715665504, 3075254828, 3407135421, 3468586467, 3622251449, 3874676487, 4780779442, 706577077898756096, 718117017153306625, 747741792318164992, 776692799894724600, 785774096613126144, 814520704901201924, 820637114765348864, 824739546315239425, 838379187366952961, 838379187366953000, 839099917121511425]"
69,8,"['refugeeswelcome', 'travelban', 'refugee', 'immigrant', 'stopislamofobia', 'immigration', 'woman', 'migrantenkriminalitat', 'nation', 'constitution']",69,6,"['refugeeswelcome', 'stopislamofobia', 'migrantenkriminalitat', 'prouracisme']",8,"['travelban', 'refugeeswelcome', 'maga', 'refugee', 'muslimban', 'islam', 'trump', 'enter_country', 'pvv', 'country', 'tcot', 'stopislamofobia', 'bordersclose']",5,"['refugeeswelcome', 'stopislamofobia', 'migrantenkriminalitat', 'stopislamofobia_refugeeswelcome', 'prouracisme']","[156321706, 1642419774, 2251108546, 2597902411, 3095524177, 3492203836, 3666972316, 4776872181, 704369311004139500, 716630421598040065, 720873437095309313, 764196970105868289, 768755478671290368, 818521856634396672, 838132203779420200, 843125890464845825]"
71,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",70,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[60149899, 74841347, 1287225810, 2713427480]"
72,8,"['refugeeswelcome', 'travelban', 'refugee', 'immigrant', 'stopislamofobia', 'immigration', 'woman', 'migrantenkriminalitat', 'nation', 'constitution']",71,6,"['refugeeswelcome', 'stopislamofobia', 'migrantenkriminalitat', 'prouracisme']",8,"['travelban', 'refugeeswelcome', 'maga', 'refugee', 'muslimban', 'islam', 'trump', 'enter_country', 'pvv', 'country', 'tcot', 'stopislamofobia', 'bordersclose']",5,"['refugeeswelcome', 'stopislamofobia', 'migrantenkriminalitat', 'stopislamofobia_refugeeswelcome', 'prouracisme']","[27522324, 61312554, 87042194, 225749611, 271623338, 847325940, 2211180738, 2356934593, 2935020087, 3290161704, 728645575558758403, 738333792008560641, 808071209455910912, 840139453641375748]"
74,2,"['ban', 'muslim', 'muslimban', 'trump', 'court']",72,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[500496955, 2702394775, 807810340339744800, 809518522489511936]"
75,11,"['nobannowall', 'muslimban', 'bigotry', 'noban', 'riseup', 'remember', 'immigration', 'immigrant', 'stand']",74,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[26139323, 4889278415, 4905972502, 696794078915252224]"
76,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",75,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[524435492, 2331853451, 2605069205, 3119526652]"
78,2,"['ban', 'muslim', 'muslimban', 'trump', 'court']",76,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[45805351, 79028016, 2707058534, 3086411087]"
79,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",4,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[45832693, 519728191, 825408516164898800, 825408516164898816]"
80,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",77,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[3183011042, 4040356454, 4291483877, 4291826968, 4292285657, 4292420368, 4311027620, 4374463812, 4428480594, 4430769312, 4594844191, 4609793892, 4637575405, 702312482623393792, 718219857943093248, 731844183825092600, 732118984628166658]"
81,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",78,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[24924400, 62594204, 810156981998800897]"
82,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",79,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[1401130178, 2474129722, 767567215638052900]"
83,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",80,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[16086928, 80163000, 136055810, 484237843, 816313821883146240]"
84,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",82,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[6509832, 134758540, 240649814, 299259954]"
85,0,"['muslimban', 'muslim', 'country', 'islam', 'refugee']",83,4,"['travelban', 'maga', 'refugee', 'immigration', 'judge', 'tcot', 'immigrant', 'islam', 'america']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",2,"['travelban', 'maga', 'refugee', 'tcot', 'muslimban', 'islam', 'americafirst']","[382219862, 4663571046, 742746435955875840, 747915502589087700, 785916389529821185]"
86,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",1,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[522537060, 716418247579549696, 733246533156655100, 764950182572142593, 770839424766804000]"
87,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",106,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[12137172, 17070252, 20758263, 22284908, 26266511, 32636643, 52392666, 77802639, 188965758, 758189028, 921460356, 950976000, 2876378805, 2951577298, 3160410565, 701128692622229504, 732175413850464256, 776839703832035328, 803023384263139328]"
88,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",85,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[60495273, 796820778104881200, 808322443047825409]"
89,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",86,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[18086309, 26453924, 781534268, 847545582, 4780784385, 824773862512533504, 828038191974346800]"
90,11,"['nobannowall', 'muslimban', 'bigotry', 'noban', 'riseup', 'remember', 'immigration', 'immigrant', 'stand']",87,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[277817081, 596447623, 4029747432, 780090518252445700, 799095285721010176, 831964050560921600]"
91,8,"['refugeeswelcome', 'travelban', 'refugee', 'immigrant', 'stopislamofobia', 'immigration', 'woman', 'migrantenkriminalitat', 'nation', 'constitution']",88,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[375862615, 706595417975365600, 822473563768782853]"
92,1,"['muslimban', 'ban', 'travel', 'muslim', 'block', 'obama', 'offend', 'trump', 'leave']",89,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",5,"['ban', 'muslimban', 'travel', 'offend_sink', 'muslim', 'block', 'long_conservative', 'trump', 'offend', 'leave_americans', 'judge']",14,"['bencarson', 'immigration', 'tntweeter_uslatino', 'muslimban', 'immigration_inmigracion', 'noban', 'nobannowallnoraid_noban', 'heretostay_uniteblue', 'nomuslimban', 'tntweeter', 'uslatino', 'uniteblue']","[2885643969, 695739596500557800, 695739596500557825]"
