absolute_community,absolute_unigram_topic,absolute_unigram_keywords,weighted_community,weighted_unigram_topic,weighted_unigram_keywords,absolute_bigram_topic,absolute_bigram_keywords,weighted_bigram_topic,weighted_bigram_keywords,members
78,10,"['order', 'immigration', 'ban', 'travel', 'judge', 'executive', 'halt', 'country', 'muslim', 'poll', 'tweet', 'marine', 'iraq', 'comment']",84,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",11,"['ban', 'travel', 'order', 'immigration', 'trump', 'president', 'court', 'trumps', 'federal', 'judge', 'executive', 'muslim', 'halt']",12,"['travelban', 'maga', 'ban', 'trump', 'travel', 'immigration', 'country', 'buildthewall', 'immigrationban', 'support_leader', 'america', 'muslim', 'support', 'refugee', 'immigrationban_maga', 'president', 'liberal']","[19211550, 3408791968, 754760616351567872]"
79,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",266,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",4,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'white_house', 'attack']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[17654763, 17672825, 22812734, 226640681, 409116367, 897197394, 1110222162]"
80,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",86,7,"['muslimban', 'muslim', 'maga', 'travelban']",1,"['muslimban', 'maga', 'americafirst', 'islam', 'wahhabism_daily', 'muslim', 'usa', 'buildthewall', 'donaldtrump', 'wahhabism', 'tcot', 'support']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[421482987, 990077707, 2814058404, 3964410253]"
83,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",88,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[313038011, 352900778, 2247644238, 3196630410]"
84,9,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'president', 'order', 'court', 'judge', 'appeal', 'donald', 'federal', 'block', 'rule', 'legal']",89,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",11,"['ban', 'travel', 'order', 'immigration', 'trump', 'president', 'court', 'trumps', 'federal', 'judge', 'executive', 'muslim', 'halt']",6,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'federal', 'block', 'rule', 'white_house', 'halt', 'justice_department']","[72454254, 479562736, 800663185]"
86,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",91,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[19017675, 1586941430, 2716396878, 3311009789, 3369332271, 3381540185, 4521330855, 4690856839, 775044975809757184, 783063150585339905, 801145013799358468, 818947590137987072]"
87,1,"['ban', 'trump', 'muslim', 'bannon', 'white', 'security', 'house', 'call', 'lie', 'attack', 'terrorism', 'head', 'general', 'miller']",92,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",4,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'white_house', 'attack']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[14811217, 63517019, 111490230, 280158384]"
88,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",94,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[104198706, 279668945, 1112486646]"
89,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",97,7,"['muslimban', 'muslim', 'maga', 'travelban']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[123910041, 250623436, 3070001098, 778876449348546560]"
91,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",101,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[21439144, 4378260195, 811174268881014784]"
93,2,"['muslimban', 'maga', 'travelban', 'islam', 'usa', 'trump', 'liberal', 'americafirst', 'immigrationban', 'tcot', 'terrorist']",103,5,"['muslimban', 'trumprussia', 'trumpleak', 'trump', 'tie', 'resist', 'read', 'resistance']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",6,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'federal', 'block', 'rule', 'white_house', 'halt', 'justice_department']","[5734902, 2185383780, 4499095419]"
94,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",104,4,"['resist', 'theresistance', 'dworkinreport', 'trump', 'nodapl', 'impeachtrump', 'flynn', 'fireflynn']",13,"['theresistance', 'resist', 'nobannowall', 'impeachtrump', 'impeachtrump_impeachtrumpnow', 'resistance', 'trump']",7,"['muslimban', 'resist', 'theresistance', 'dworkinreport', 'nodapl', 'impeachtrump']","[93904951, 234306352, 774672882, 1195546008, 2327080175]"
95,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",105,2,"['nobannowall', 'muslimban', 'tntweeter', 'uslatino', 'heretostay', 'latism', 'inmigracion', 'notmore', 'immigration', 'refugeeswelcome', 'nomuslimban', 'refugee', 'niunomas', 'timeisnow', 'stand']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[2265661259, 2650905729, 3056507852]"
96,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",106,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",4,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'white_house', 'attack']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[145597506, 361380289, 442077506]"
97,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",107,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[160216460, 1055907624, 771807399917326337]"
98,10,"['order', 'immigration', 'ban', 'travel', 'judge', 'executive', 'halt', 'country', 'muslim', 'poll', 'tweet', 'marine', 'iraq', 'comment']",108,7,"['muslimban', 'muslim', 'maga', 'travelban']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",12,"['travelban', 'maga', 'ban', 'trump', 'travel', 'immigration', 'country', 'buildthewall', 'immigrationban', 'support_leader', 'america', 'muslim', 'support', 'refugee', 'immigrationban_maga', 'president', 'liberal']","[37919483, 284097614, 795224209052012500]"
99,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",112,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[323998361, 1260168942, 717495723466571776, 796183885319127040]"
100,9,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'president', 'order', 'court', 'judge', 'appeal', 'donald', 'federal', 'block', 'rule', 'legal']",113,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",10,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'judge', 'order', 'president', 'court', 'donald', 'appeal', 'white_house', 'homeland_security', 'federal']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[21457151, 43969372, 520847919]"
101,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",114,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[77043235, 109456108, 2440140210, 2613783553, 2904163055, 3010711135, 3762884535, 728947876836089856, 728947876836089900]"
102,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",115,2,"['nobannowall', 'muslimban', 'tntweeter', 'uslatino', 'heretostay', 'latism', 'inmigracion', 'notmore', 'immigration', 'refugeeswelcome', 'nomuslimban', 'refugee', 'niunomas', 'timeisnow', 'stand']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",13,"['nobannowall', 'muslimban', 'heretostay', 'nomuslimban', 'refugeeswelcome', 'refugee', 'protest']","[19670226, 613988694, 2805980130]"
103,9,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'president', 'order', 'court', 'judge', 'appeal', 'donald', 'federal', 'block', 'rule', 'legal']",258,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",10,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'judge', 'order', 'president', 'court', 'donald', 'appeal', 'white_house', 'homeland_security', 'federal']",6,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'federal', 'block', 'rule', 'white_house', 'halt', 'justice_department']","[23588075, 144569635, 821957852]"
104,9,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'president', 'order', 'court', 'judge', 'appeal', 'donald', 'federal', 'block', 'rule', 'legal']",116,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",10,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'judge', 'order', 'president', 'court', 'donald', 'appeal', 'white_house', 'homeland_security', 'federal']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[831651150, 2174509045, 720964252761063424, 757965470460882945, 771674431252934657, 772018715131076608, 774837253248024576, 824006152585379800, 824006152585379840]"
105,9,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'president', 'order', 'court', 'judge', 'appeal', 'donald', 'federal', 'block', 'rule', 'legal']",118,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",10,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'judge', 'order', 'president', 'court', 'donald', 'appeal', 'white_house', 'homeland_security', 'federal']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[604251115, 634330366, 766390728511586304]"
106,9,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'president', 'order', 'court', 'judge', 'appeal', 'donald', 'federal', 'block', 'rule', 'legal']",119,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",10,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'judge', 'order', 'president', 'court', 'donald', 'appeal', 'white_house', 'homeland_security', 'federal']",6,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'federal', 'block', 'rule', 'white_house', 'halt', 'justice_department']","[2443083780, 2513881490, 3387219983]"
107,2,"['muslimban', 'maga', 'travelban', 'islam', 'usa', 'trump', 'liberal', 'americafirst', 'immigrationban', 'tcot', 'terrorist']",121,7,"['muslimban', 'muslim', 'maga', 'travelban']",1,"['muslimban', 'maga', 'americafirst', 'islam', 'wahhabism_daily', 'muslim', 'usa', 'buildthewall', 'donaldtrump', 'wahhabism', 'tcot', 'support']",0,"['muslimban', 'americafirst', 'maga', 'islam', 'tcot', 'usa', 'wahhabism_daily', 'dts_tcot', 'isis']","[44595784, 817067206588715000, 817067206588715009]"
108,1,"['ban', 'trump', 'muslim', 'bannon', 'white', 'security', 'house', 'call', 'lie', 'attack', 'terrorism', 'head', 'general', 'miller']",122,2,"['nobannowall', 'muslimban', 'tntweeter', 'uslatino', 'heretostay', 'latism', 'inmigracion', 'notmore', 'immigration', 'refugeeswelcome', 'nomuslimban', 'refugee', 'niunomas', 'timeisnow', 'stand']",0,"['inmigracion_tntweeter', 'tntweeter', 'uslatino_heretostay', 'uslatino', 'uniteblue_notmore', 'art_bxlart', 'nobannowall']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[371793255, 1142269345, 3223554188, 825321318883217400]"
109,9,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'president', 'order', 'court', 'judge', 'appeal', 'donald', 'federal', 'block', 'rule', 'legal']",123,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",10,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'judge', 'order', 'president', 'court', 'donald', 'appeal', 'white_house', 'homeland_security', 'federal']",6,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'federal', 'block', 'rule', 'white_house', 'halt', 'justice_department']","[1955132936, 2958647850, 787650258218123268, 822620289758560260]"
110,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",124,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",4,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'white_house', 'attack']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[18149465, 20954885, 301189264, 401094657, 1056071892, 2884915968]"
111,3,"['americafirst', 'neverforget', 'forget', 'refugeeban', 'patriotsunite', 'wow', 'buildthewall', 'border']",125,7,"['muslimban', 'muslim', 'maga', 'travelban']",1,"['muslimban', 'maga', 'americafirst', 'islam', 'wahhabism_daily', 'muslim', 'usa', 'buildthewall', 'donaldtrump', 'wahhabism', 'tcot', 'support']",0,"['muslimban', 'americafirst', 'maga', 'islam', 'tcot', 'usa', 'wahhabism_daily', 'dts_tcot', 'isis']","[18757886, 816689245821681664, 828841277131141120]"
112,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",127,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",4,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'white_house', 'attack']",6,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'federal', 'block', 'rule', 'white_house', 'halt', 'justice_department']","[560817896, 802319182360612869, 802319182360612900, 809892522805829600, 809892522805829632]"
113,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",128,2,"['nobannowall', 'muslimban', 'tntweeter', 'uslatino', 'heretostay', 'latism', 'inmigracion', 'notmore', 'immigration', 'refugeeswelcome', 'nomuslimban', 'refugee', 'niunomas', 'timeisnow', 'stand']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",13,"['nobannowall', 'muslimban', 'heretostay', 'nomuslimban', 'refugeeswelcome', 'refugee', 'protest']","[15651835, 22873947, 785159807787466752]"
115,9,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'president', 'order', 'court', 'judge', 'appeal', 'donald', 'federal', 'block', 'rule', 'legal']",130,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",10,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'judge', 'order', 'president', 'court', 'donald', 'appeal', 'white_house', 'homeland_security', 'federal']",6,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'federal', 'block', 'rule', 'white_house', 'halt', 'justice_department']","[296005306, 331810117, 727882497237913601]"
116,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",131,7,"['muslimban', 'muslim', 'maga', 'travelban']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[20010422, 204339253, 867087306, 968976661]"
117,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",132,2,"['nobannowall', 'muslimban', 'tntweeter', 'uslatino', 'heretostay', 'latism', 'inmigracion', 'notmore', 'immigration', 'refugeeswelcome', 'nomuslimban', 'refugee', 'niunomas', 'timeisnow', 'stand']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",5,"['refugeeswelcome', 'migrantenkriminalitat', 'refugeeswelcome_migrantenkriminalitat', 'afd', 'migrantenkriminalitat_refugeeswelcome', 'munich']","[1334295828, 1642419774, 3883183774, 4738947977, 704369311004139500, 716630421598040065, 720873437095309313, 764196970105868289, 768755478671290368]"
118,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",133,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",4,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'white_house', 'attack']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[194750628, 222368570, 2201782562, 2205870708]"
119,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",134,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[35689139, 39689218, 3015999308, 4199239817]"
120,10,"['order', 'immigration', 'ban', 'travel', 'judge', 'executive', 'halt', 'country', 'muslim', 'poll', 'tweet', 'marine', 'iraq', 'comment']",135,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",11,"['ban', 'travel', 'order', 'immigration', 'trump', 'president', 'court', 'trumps', 'federal', 'judge', 'executive', 'muslim', 'halt']",6,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'federal', 'block', 'rule', 'white_house', 'halt', 'justice_department']","[3214214153, 3310659202, 3473817435, 720967777134227457]"
121,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",189,7,"['muslimban', 'muslim', 'maga', 'travelban']",1,"['muslimban', 'maga', 'americafirst', 'islam', 'wahhabism_daily', 'muslim', 'usa', 'buildthewall', 'donaldtrump', 'wahhabism', 'tcot', 'support']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[22657914, 66033904, 86989456]"
122,9,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'president', 'order', 'court', 'judge', 'appeal', 'donald', 'federal', 'block', 'rule', 'legal']",137,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",10,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'judge', 'order', 'president', 'court', 'donald', 'appeal', 'white_house', 'homeland_security', 'federal']",6,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'federal', 'block', 'rule', 'white_house', 'halt', 'justice_department']","[92597709, 93363329, 108009760]"
123,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",138,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[146872519, 295717711, 2173740702]"
124,9,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'president', 'order', 'court', 'judge', 'appeal', 'donald', 'federal', 'block', 'rule', 'legal']",140,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",11,"['ban', 'travel', 'order', 'immigration', 'trump', 'president', 'court', 'trumps', 'federal', 'judge', 'executive', 'muslim', 'halt']",10,"['trumprussia', 'trumpleak', 'trump', 'tie', 'flynn', 'ban', 'break', 'travel', 'read']","[17690402, 326665662, 3084992351, 3242040828]"
125,9,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'president', 'order', 'court', 'judge', 'appeal', 'donald', 'federal', 'block', 'rule', 'legal']",141,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",11,"['ban', 'travel', 'order', 'immigration', 'trump', 'president', 'court', 'trumps', 'federal', 'judge', 'executive', 'muslim', 'halt']",6,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'federal', 'block', 'rule', 'white_house', 'halt', 'justice_department']","[497665754, 632999879, 879909500, 1219267034]"
126,1,"['ban', 'trump', 'muslim', 'bannon', 'white', 'security', 'house', 'call', 'lie', 'attack', 'terrorism', 'head', 'general', 'miller']",142,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[24562722, 3439065657, 825153022653128700, 830438470489296897]"
127,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",144,7,"['muslimban', 'muslim', 'maga', 'travelban']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",12,"['travelban', 'maga', 'ban', 'trump', 'travel', 'immigration', 'country', 'buildthewall', 'immigrationban', 'support_leader', 'america', 'muslim', 'support', 'refugee', 'immigrationban_maga', 'president', 'liberal']","[803749406696701952, 810698204375293953, 810698204375294000, 816371234325794820]"
128,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",146,7,"['muslimban', 'muslim', 'maga', 'travelban']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[248817681, 407002473, 2465431458]"
129,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",147,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",10,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'judge', 'order', 'president', 'court', 'donald', 'appeal', 'white_house', 'homeland_security', 'federal']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[52281004, 217098564, 466864852, 3098500169]"
130,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",149,7,"['muslimban', 'muslim', 'maga', 'travelban']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[787113920297332700, 808497871066636289, 808806831913140224, 811041617704587265]"
131,9,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'president', 'order', 'court', 'judge', 'appeal', 'donald', 'federal', 'block', 'rule', 'legal']",150,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",10,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'judge', 'order', 'president', 'court', 'donald', 'appeal', 'white_house', 'homeland_security', 'federal']",6,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'federal', 'block', 'rule', 'white_house', 'halt', 'justice_department']","[61362581, 65270885, 808580246, 719615303014039552, 765584621119631360, 778288267141771264, 797279709440524289, 802508984301342720, 821724057720721408, 822219436799250432, 827591854686220290]"
133,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",152,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[3124986791, 802242853850202112, 825414931453460500]"
134,9,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'president', 'order', 'court', 'judge', 'appeal', 'donald', 'federal', 'block', 'rule', 'legal']",153,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",10,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'judge', 'order', 'president', 'court', 'donald', 'appeal', 'white_house', 'homeland_security', 'federal']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[1428245454, 1548756944, 2822640558, 3012462963]"
