absolute_community,absolute_unigram_topic,absolute_unigram_keywords,weighted_community,weighted_unigram_topic,weighted_unigram_keywords,absolute_bigram_topic,absolute_bigram_keywords,weighted_bigram_topic,weighted_bigram_keywords,members
0,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",2,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[522537060, 716418247579549696, 733246533156655100, 764950182572142593, 770839424766804000]"
3,4,"['ban', 'trump', 'muslimban', 'travel', 'muslim', 'trumps', 'country', 'lose', 'total', 'judge']",11,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",0,"['ban', 'trump', 'muslimban', 'travel', 'lose', 'muslim', 'trumps', 'country', 'terror_threat', 'exclude_country']",6,"['radio_live', 'stock_money', 'blackoutday']","[29442313, 216776631, 485958942]"
5,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",9,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",9,"['ban', 'travel', 'trump', 'muslim']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[6392972, 18910693, 49047411, 110396781, 937875895, 2495386515, 2806325167, 2930574973, 3713258776, 783134630669148161]"
6,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",12,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[478855762, 2903166449, 4040707780, 799609981121138690]"
14,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",14,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",9,"['ban', 'travel', 'trump', 'muslim']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[629565974, 1146358172, 2922305530, 821136198798340097]"
16,4,"['ban', 'trump', 'muslimban', 'travel', 'muslim', 'trumps', 'country', 'lose', 'total', 'judge']",46,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[17642747, 2617327641, 839574081854931000]"
18,3,"['muslimban', 'muslim', 'ban', 'travelban', 'maga', 'trump', 'country', 'travel', 'judge', 'offend', 'leave', 'obama', 'america']",17,8,"['travelban', 'maga', 'muslimban', 'trump', 'pvv', 'tcot', 'islam', 'refugee', 'refugeeswelcome', 'bordersclose', 'read', 'marinelepen', 'vote', 'france']",11,"['refugeeswelcome', 'travelban', 'maga', 'muslimban', 'tcot', 'pvv', 'islam', 'stopislamofobia', 'bordersclose']",10,"['muslimban', 'muslim', 'ban', 'country', 'trump']","[3089155533, 704041886089084900, 823677081422688256]"
20,4,"['ban', 'trump', 'muslimban', 'travel', 'muslim', 'trumps', 'country', 'lose', 'total', 'judge']",18,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",0,"['ban', 'trump', 'muslimban', 'travel', 'lose', 'muslim', 'trumps', 'country', 'terror_threat', 'exclude_country']",4,"['muslimban', 'trump', 'trumprussia', 'resist', 'ban', 'russiagate', 'theresistance', 'muslim', 'travel', 'april_speech', 'break', 'trumps', 'todays_hashtag', 'april']","[15155181, 22165261, 32298202, 152570227]"
23,6,"['ban', 'muslim', 'muslimban', 'trump', 'court', 'aclu']",20,3,"['muslimban', 'nobannowall', 'live', 'true']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",9,"['muslimban', 'nobannowall', 'immigration', 'tntweeter_uslatino']","[420075825, 2799538857, 797080559839309800, 834520434318139400]"
26,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",21,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[2785269257, 4717892303, 764322548754550784, 818589875851051008]"
27,3,"['muslimban', 'muslim', 'ban', 'travelban', 'maga', 'trump', 'country', 'travel', 'judge', 'offend', 'leave', 'obama', 'america']",22,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",10,"['muslimban', 'ban', 'muslim', 'offend_sink', 'travel', 'long_conservative', 'country']",0,"['travelban', 'refugeeswelcome', 'maga', 'trump', 'ban', 'refugee', 'noban', 'tcot', 'muslimban', 'islam', 'stopislamofobia', 'judge', 'muslim', 'humanright_fight']","[608471241, 2984330300, 775199416470818817]"
28,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",23,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[68714859, 301692966, 1626294277, 2555055486]"
29,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",24,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",9,"['ban', 'travel', 'trump', 'muslim']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[156370763, 368288476, 3045306697]"
30,11,"['nobannowall', 'muslimban', 'nomuslimban', 'immigrants', 'leftist', 'muslim', 'litigation', 'purge', 'immigration', 'heretostay']",25,3,"['muslimban', 'nobannowall', 'live', 'true']",7,"['muslimban', 'trump', 'radio_live', 'resist', 'stock_money', 'theresistance', 'trumprussia']",9,"['muslimban', 'nobannowall', 'immigration', 'tntweeter_uslatino']","[23113271, 26642006, 542367047, 2409763922]"
31,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",26,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[1664919534, 2767680652, 3314524607]"
32,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",27,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[16272615, 62590731, 65698096]"
33,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",28,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[82616432, 308464109, 1268281370, 3318159007, 4865796322]"
34,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",29,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[14186393, 23153001, 64916983, 186755547, 3157736703]"
36,11,"['nobannowall', 'muslimban', 'nomuslimban', 'immigrants', 'leftist', 'muslim', 'litigation', 'purge', 'immigration', 'heretostay']",31,4,"['travelban', 'refugee', 'immigration', 'refugeeswelcome', 'immigrant', 'muslimban', 'nobannowallnoraid', 'great', 'resisttrump', 'mondaymotivation', 'nobannowall', 'woman', 'resist']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",3,"['fight_terrorism', 'action_extremist', 'create_terrorist', 'travelban_blame', 'extremist', 'create', 'action', 'terrorism', 'terrorist', 'travelban', 'refugee_entire', 'religion', 'entire_religion', 'fight', 'entire', 'refugee', 'remind_ronald', 'reagan_bring', 'communist_cold', 'blame_refugee', 'travelban_blame_refugee_entire']","[321774180, 326208666, 345134536, 931346941, 3195553725, 3576933737, 768947079192412160]"
37,9,"['trumptrain', 'true']",32,3,"['muslimban', 'nobannowall', 'live', 'true']",7,"['muslimban', 'trump', 'radio_live', 'resist', 'stock_money', 'theresistance', 'trumprussia']",6,"['radio_live', 'stock_money', 'blackoutday']","[35300390, 130603246, 171808199, 379463455, 385111201, 500277566, 537890847, 574887275, 1010209111, 3744898573, 4538687428, 711649894402928600, 714472739407532032, 715245592058978305, 715650656753688576, 716775488161710080, 724671839990067200, 728706495387422721, 732241200426557440, 733318875735973888, 738425324422107136, 740774691409924097, 748985476984369153, 750434863845478400, 752256988176871425, 759054028147859457, 766544893036507138, 776542522642268160, 788124385433546752, 789535816821379072, 793086509821734913, 794786565583212544, 819707795574497280, 823654220389826561, 838183916695609344]"
38,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",90,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[16302354, 18532867, 540459476, 960768704, 2283571788]"
40,6,"['ban', 'muslim', 'muslimban', 'trump', 'court', 'aclu']",34,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",5,"['muslim', 'ban', 'muslimban', 'aclu_comment']",0,"['travelban', 'refugeeswelcome', 'maga', 'trump', 'ban', 'refugee', 'noban', 'tcot', 'muslimban', 'islam', 'stopislamofobia', 'judge', 'muslim', 'humanright_fight']","[90989948, 2613982245, 752325773390938100, 752325773390938112, 832991683876892672, 832991683876892700]"
41,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",35,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[2197106143, 2347049341, 2918947319, 4099926287]"
42,4,"['ban', 'trump', 'muslimban', 'travel', 'muslim', 'trumps', 'country', 'lose', 'total', 'judge']",36,3,"['muslimban', 'nobannowall', 'live', 'true']",9,"['ban', 'travel', 'trump', 'muslim']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[814322577497726976, 814322577497727000, 826201524074278913]"
43,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",37,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[8535242, 22657082, 89985399, 420053339, 905100619, 2163076560, 2720800274, 4182801496, 822408697213239296, 825830874180640769]"
45,7,"['refugeeswelcome', 'refugee', 'immigration', 'stopislamofobia', 'travelban', 'migrantenkriminalitat', 'immigrant', 'fightfear', 'prouracisme']",39,6,"['refugeeswelcome', 'stopislamofobia', 'migrantenkriminalitat', 'prouracisme', 'feixismemaime', 'lluita', 'contra', 'internacional', 'racisme', 'jornada']",11,"['refugeeswelcome', 'travelban', 'maga', 'muslimban', 'tcot', 'pvv', 'islam', 'stopislamofobia', 'bordersclose']",14,"['migrantenkriminalitat', 'stoprefugee_stopislam', 'afd', 'refugeeswelcome_fdp', 'und', 'migrantenkriminalitat_genugfueralle', 'stoprefugee', 'spd_migrantenkriminalitat', 'schauhin', 'spd', 'fluchtlingskriminalitat']","[2746361571, 2883994199, 4888083347, 805855366546329601]"
46,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",40,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[171632862, 299097281, 797097069781667840]"
47,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",41,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[16012783, 118245138, 3380966237]"
48,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",15,0,"['nobannowall', 'theresistance', 'muslimban', 'trump', 'sign', 'pausethispresident', 'refugeeban', 'syria', 'refugee', 'petition', 'unjust', 'sad', 'ass', 'aca']",1,"['immigration', 'travelban', 'refugee', 'tntweeter_uslatino', 'immigration_inmigracion', 'nobannowall', 'nobannowallnoraid_noban', 'sign_petition', 'immigrant']",9,"['muslimban', 'nobannowall', 'immigration', 'tntweeter_uslatino']","[25073877, 89084118, 142893643, 188143601, 221807143, 298602588, 405854923, 488174979, 497514115, 634560527, 1260106039, 1896346400, 2227526898, 2267784241, 2787999736, 2936474595, 3274668836, 789232802558533632, 822215679726100480, 827579095731040256, 828324269335654401, 830019678810599424]"
49,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",43,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[24377419, 234141596, 423587395, 2483809903]"
50,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",44,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[863001163, 870872898, 870876488, 870881976, 870882342, 870886394, 870886453, 870892134, 870903090, 870906686, 870907736, 896433678, 915468734, 915722492, 915807342, 915812143, 916004004, 916051280, 916342638, 916490078, 929528022, 951795330, 951798776, 953096516, 1092968340, 1094795100, 784263169996836900]"
51,13,"['muslimban', 'freedom']",45,2,"['muslimban', 'muslim', 'country', 'ban', 'trump', 'muslims', 'islam', 'terrorist', 'america', 'travel']",12,"['muslimban', 'main_reason', 'visit', 'islam', 'total', 'ben_carson', 'trump', 'attack', 'rte', 'iranian', 'people', 'child', 'nation']",9,"['muslimban', 'nobannowall', 'immigration', 'tntweeter_uslatino']","[80350908, 120995738, 962383824, 2155847459, 3082370998, 809457976817881088]"
52,4,"['ban', 'trump', 'muslimban', 'travel', 'muslim', 'trumps', 'country', 'lose', 'total', 'judge']",47,3,"['muslimban', 'nobannowall', 'live', 'true']",9,"['ban', 'travel', 'trump', 'muslim']",9,"['muslimban', 'nobannowall', 'immigration', 'tntweeter_uslatino']","[18020589, 21906070, 341815160, 2194368678]"
54,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",51,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[16387036, 31127446, 2181188602, 4922951833]"
55,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",54,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[14671170, 306269725, 610200550]"
56,3,"['muslimban', 'muslim', 'ban', 'travelban', 'maga', 'trump', 'country', 'travel', 'judge', 'offend', 'leave', 'obama', 'america']",56,2,"['muslimban', 'muslim', 'country', 'ban', 'trump', 'muslims', 'islam', 'terrorist', 'america', 'travel']",11,"['refugeeswelcome', 'travelban', 'maga', 'muslimban', 'tcot', 'pvv', 'islam', 'stopislamofobia', 'bordersclose']",2,"['law', 'sharia_law', 'radical_islam', 'immigration', 'tcot', 'vote_pen', 'save_france', 'constitution', 'islamic', 'sharia', 'law_legislate', 'islamic_immigration', 'tolerance_tcot', 'common_sense', 'watter_investigate', 'surveil_mosque']","[475056290, 1453418317, 758497054419259393]"
57,6,"['ban', 'muslim', 'muslimban', 'trump', 'court', 'aclu']",58,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[19217369, 19222164, 35150454, 1150914516]"
58,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",59,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[3518486666, 3949851501, 734168909553766405]"
59,3,"['muslimban', 'muslim', 'ban', 'travelban', 'maga', 'trump', 'country', 'travel', 'judge', 'offend', 'leave', 'obama', 'america']",60,8,"['travelban', 'maga', 'muslimban', 'trump', 'pvv', 'tcot', 'islam', 'refugee', 'refugeeswelcome', 'bordersclose', 'read', 'marinelepen', 'vote', 'france']",11,"['refugeeswelcome', 'travelban', 'maga', 'muslimban', 'tcot', 'pvv', 'islam', 'stopislamofobia', 'bordersclose']",0,"['travelban', 'refugeeswelcome', 'maga', 'trump', 'ban', 'refugee', 'noban', 'tcot', 'muslimban', 'islam', 'stopislamofobia', 'judge', 'muslim', 'humanright_fight']","[262132296, 2581758266, 775420500034158592]"
60,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",61,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[25281508, 309680827, 1267982563, 1459232030]"
